000011,华夏大盘精选混合,2020-07-21,17.5770,17.7185,0.80,2020-07-22 15:00
000004,中海可转债债券C,2020-07-21,0.9210,0.9407,2.14,2020-07-22 15:00
000091,信诚新双盈分级债券,2020-06-22,1.0000,0.9985,-0.15,2020-07-06 15:00
000124,华宝服务优选混合,2020-07-21,3.1790,3.2266,1.50,2020-07-22 15:00
000128,大成景安短融债券A,2020-07-21,1.2665,1.2667,0.01,2020-07-22 15:00
000127,农银行业领先混合,2020-07-21,3.3039,3.3368,0.99,2020-07-22 15:00
000179,广发美国房地产指数,2020-07-20,0.9690,0.9741,0.52,2020-07-22 04:00
000167,广发聚优灵活配置混合A,2020-07-21,2.4580,2.4812,0.94,2020-07-22 15:00
000190,中银新回报灵活配置混合,2020-07-21,1.6570,1.6639,0.42,2020-07-22 15:00
000220,富国医疗保健行业混合,2020-07-21,4.7690,4.8255,1.19,2020-07-22 15:00
000306,天弘弘利债券,2020-07-21,1.2559,1.2562,0.02,2020-07-22 15:00
000316,中海瑞利六个月定开债,2020-07-21,0.8495,0.8497,0.02,2020-07-22 15:00
000403,工银纯债债券B,2020-07-21,1.1222,1.1225,0.02,2020-07-22 15:00
000546,兴业定开债A,2020-07-17,1.1460,1.1470,0.09,2020-07-22 15:00
000552,中加纯债一年A,2020-07-17,1.1650,1.1660,0.09,2020-07-22 15:00
000669,国寿安保尊享债券C,2020-07-21,1.1980,1.1983,0.02,2020-07-22 15:00
000706,中邮多策略灵活配置混合,2020-07-21,1.4100,1.4105,0.04,2020-07-22 15:00
000825,圆信永丰双利C,2020-07-21,1.4360,1.4479,0.83,2020-07-22 15:00
000991,工银战略转型股票,2020-07-21,2.4110,2.4257,0.61,2020-07-22 15:00
001027,前海开源中证大农业指数增强,2020-07-21,1.3690,1.3782,0.67,2020-07-22 15:00
001122,鹏华弘利混合A,2020-07-21,1.2782,1.2791,0.07,2020-07-22 15:00
001076,易方达改革红利混合,2020-07-21,1.5130,1.5384,1.68,2020-07-22 15:00
001141,泰达宏利创盈混合A,2020-07-21,1.7220,1.7231,0.06,2020-07-22 15:00
001147,中欧瑾源灵活配置混合C,2020-07-21,1.3440,1.3473,0.25,2020-07-22 15:00
001172,鹏华弘泽混合A,2020-07-21,1.3367,1.3403,0.27,2020-07-22 15:00
001219,上投摩根动态多因子混合,2020-07-21,1.0760,1.0864,0.97,2020-07-22 15:00
001213,华润元大稳健债券C,2020-07-21,1.0360,1.0362,0.02,2020-07-22 15:00
001231,银华泰利灵活配置混合A,2020-07-21,1.6080,1.6084,0.02,2020-07-22 15:00
001250,天弘新活力混合,2020-07-21,1.4169,1.4190,0.15,2020-07-22 15:00
001197,长盛转型升级主题灵活配置混合,2020-07-21,1.2380,1.2545,1.34,2020-07-22 15:00
001273,民生加银新动力混合A,2020-07-21,1.0980,1.1000,0.18,2020-07-22 15:00
001294,新华战略新兴产业灵活配置混合,2020-07-21,0.9700,0.9792,0.95,2020-07-22 15:00
001328,鹏华弘华混合C,2020-07-21,1.1739,1.1739,0.00,2020-07-22 15:00
001344,易方达沪深300医药联接A,2020-07-21,1.6940,1.7056,0.68,2020-07-22 15:00
001366,金鹰产业整合混合,2020-07-21,1.1810,1.1902,0.78,2020-07-22 15:00
001367,德邦新添利债券A,2020-07-21,1.1131,1.1147,0.14,2020-07-22 15:00
001407,景顺长城稳健回报混合C,2020-07-21,1.2870,1.2871,0.01,2020-07-22 15:00
001405,东方红策略精选混合A,2020-07-21,1.2569,1.2579,0.08,2020-07-22 15:00
001409,工银互联网加股票,2020-07-21,0.5740,0.5781,0.72,2020-07-22 15:00
001469,广发中证全指金融地产联接A,2020-07-21,1.1712,1.1719,0.06,2020-07-22 15:00
001481,华宝标普油气上游股票美元A,2020-07-20,0.0380,0.0382,0.51,2020-07-22 04:00
001543,宝盈新锐混合A,2020-07-21,2.6710,2.6825,0.43,2020-07-22 15:00
001549,天弘上证50指数C,2020-07-21,1.3934,1.3953,0.13,2020-07-22 15:00
001584,国投瑞银新活力定开混合A,2020-07-21,1.1983,1.1987,0.04,2020-07-22 15:00
001589,天弘中证800指数C,2020-07-21,1.2346,1.2415,0.56,2020-07-22 15:00
001654,国联安添鑫灵活配置混合C,2020-07-21,1.5416,1.5630,1.39,2020-07-22 15:00
001657,长安鑫富领先混合,2020-07-21,2.4300,2.4550,1.03,2020-07-22 15:00
001701,中融产业升级混合,2020-07-21,2.1300,2.1648,1.63,2020-07-22 15:00
001730,兴银大健康,2020-07-21,1.1900,1.1975,0.63,2020-07-22 15:00
001822,华商智能生活灵活配置混合,2020-07-21,1.7410,1.7685,1.58,2020-07-22 15:00
001864,中海魅力长三角混合,2020-07-21,2.3040,2.3312,1.18,2020-07-22 15:00
001922,国泰多策略收益混合,2020-07-21,1.3574,1.3598,0.17,2020-07-22 15:00
001986,前海开源人工智能主题混合,2020-07-21,1.8720,1.9082,1.93,2020-07-22 15:00
002102,创金合信转债精选债券C,2020-07-21,1.1552,1.1594,0.37,2020-07-22 15:00
002111,华宝新起点混合,2020-07-21,1.1672,1.1688,0.13,2020-07-22 15:00
002172,海富通新内需混合C,2020-07-21,1.3670,1.3691,0.16,2020-07-22 15:00
002231,华夏新趋势混合A,2020-07-21,1.2850,1.2860,0.07,2020-07-22 15:00
002261,中银宝利混合A,2020-07-21,1.0740,1.0743,0.03,2020-07-22 15:00
002303,金鹰智慧生活混合,2020-07-21,1.7030,1.7155,0.73,2020-07-22 15:00
002328,银华泰利灵活配置混合C,2020-07-21,1.4640,1.4643,0.02,2020-07-22 15:00
002337,创金合信季安鑫3个月A,2020-07-21,1.0003,1.0005,0.02,2020-07-22 15:00
002424,博时文体娱乐主题混合,2020-07-21,1.9280,1.9629,1.81,2020-07-22 15:00
002408,中信建投医改混合A,2020-07-21,2.3503,2.3773,1.15,2020-07-22 15:00
002622,广发稳裕混合,2020-07-21,1.2370,1.2403,0.27,2020-07-22 15:00
002655,南方卓享绝对收益,2020-07-21,1.1789,1.1791,0.02,2020-07-22 15:00
002786,中融融裕双利债券C,2020-07-21,1.0490,1.0502,0.11,2020-07-22 15:00
002837,华夏网购精选混合A,2020-07-21,1.1360,1.1402,0.37,2020-07-22 15:00
002906,南方中证500量化增强A,2020-07-21,1.2640,1.2744,0.82,2020-07-22 15:00
002943,广发多因子混合,2020-07-21,1.9348,1.9459,0.57,2020-07-22 15:00
002925,广发集源债券A,2020-07-21,1.1103,1.1105,0.02,2020-07-22 15:00
002972,前海开源鼎安债券C,2020-07-21,1.1690,1.1702,0.10,2020-07-22 15:00
003000,招商丰德灵活配置混合A,2020-07-21,1.1519,1.1555,0.32,2020-07-22 15:00
003037,广发集瑞债券A,2020-07-21,1.0349,1.0351,0.02,2020-07-22 15:00
003095,中欧医疗健康混合A,2020-07-21,3.0770,3.1135,1.19,2020-07-22 15:00
003116,光大保德信诚鑫混合C,2020-07-21,1.2226,1.2248,0.18,2020-07-22 15:00
003161,南方安泰混合,2020-07-21,1.1941,1.1966,0.21,2020-07-22 15:00
003199,长盛盛琪一年债券A,2020-07-17,1.0078,1.0087,0.09,2020-07-22 15:00
003208,东兴量化多策略混合,2020-07-21,0.7657,0.7660,0.04,2020-07-22 15:00
003275,国联安添利增长债A,2020-07-21,1.2533,1.2540,0.05,2020-07-22 15:00
003314,浙商惠南纯债债券,2020-07-21,1.0050,1.0052,0.02,2020-07-22 15:00
003334,中融融信双盈A,2020-07-21,1.0749,1.0785,0.33,2020-07-22 15:00
003259,博时聚利纯债债券,2020-07-21,1.0472,1.0474,0.02,2020-07-22 15:00
003406,南方多元定开债券,2020-07-21,1.3286,1.3289,0.02,2020-07-22 15:00
003435,博时鑫泽灵活配置混合C,2020-07-21,1.6980,1.7042,0.37,2020-07-22 15:00
003549,浙商惠裕纯债,2020-07-21,1.0696,1.0699,0.02,2020-07-22 15:00
003730,博时富华纯债债券,2020-07-21,1.0760,1.0762,0.02,2020-07-22 15:00
003816,银华日利B,2020-07-21,101.3420,101.4458,0.10,2020-07-22 15:00
003939,南方荣尊混合C,2020-07-21,1.1794,1.1849,0.47,2020-07-22 15:00
003995,银华中债AAA信用债指数A,2020-06-30,1.1599,1.1598,-0.01,2020-07-14 15:00
003993,前海开源沪港深核心驱动混合,2020-07-21,1.6512,1.6702,1.15,2020-07-22 15:00
004027,广发景源纯债A,2020-07-21,1.0053,1.0055,0.02,2020-07-22 15:00
004123,兴银长盈三个月定开债,2020-07-21,1.0095,1.0098,0.03,2020-07-22 15:00
004362,上投摩根安通回报混合C,2020-07-21,1.1559,1.1575,0.14,2020-07-22 15:00
004647,新华鼎利债券A,2020-07-21,1.0516,1.0531,0.14,2020-07-22 15:00
004846,南华瑞盈混合发起C,2020-07-21,1.0807,1.0925,1.10,2020-07-22 15:00
004981,新华鑫日享中短债A,2020-07-21,1.0573,1.0575,0.02,2020-07-22 15:00
004989,人保双利C,2020-07-21,1.0968,1.0971,0.03,2020-07-22 15:00
005104,富荣福康混合A,2020-07-21,1.0338,1.0402,0.61,2020-07-22 15:00
005311,万家经济新动能混合A,2020-07-21,2.2474,2.2809,1.49,2020-07-22 15:00
005335,浙商全景消费混合,2020-07-21,1.5406,1.5422,0.11,2020-07-22 15:00
005327,景顺长城景泰稳利定开债A,2020-07-21,1.0693,1.0696,0.02,2020-07-22 15:00
005367,上投摩根丰瑞债券C,2020-07-21,1.0147,1.0149,0.02,2020-07-22 15:00
005472,富国价值驱动灵活配置混合A,2020-07-21,1.7879,1.8162,1.58,2020-07-22 15:00
005492,农银汇理研究驱动混合,2020-07-21,1.7429,1.7576,0.84,2020-07-22 15:00
005506,前海开源中药股票C,2020-07-21,1.8212,1.8415,1.11,2020-07-22 15:00
005554,南方H股联接A,2020-07-21,0.9914,0.9904,-0.10,2020-07-22 15:00
005552,国富新趋势混合A,2020-07-21,1.0706,1.0707,0.01,2020-07-22 15:00
005632,鹏华量化先锋混合,2020-07-21,1.1368,1.1453,0.75,2020-07-22 15:00
005667,易方达富财纯债,2020-07-21,1.0119,1.0121,0.02,2020-07-22 15:00
005803,广发京津冀ETF联接A,2020-07-21,0.9094,0.9066,-0.30,2020-07-22 15:00
005842,海富通弘丰定开债券,2020-07-21,1.0603,1.0606,0.03,2020-07-22 15:00
005877,易方达鑫转增利混合C,2020-07-21,1.3849,1.3871,0.16,2020-07-22 15:00
005937,工银精选金融地产混合A,2020-07-21,1.4115,1.4095,-0.14,2020-07-22 15:00
005951,民生加银恒益纯债A,2020-07-21,1.0244,1.0246,0.02,2020-07-22 15:00
006012,中信保诚稳鸿C,2020-07-21,0.9819,0.9821,0.02,2020-07-22 15:00
006133,万家智造优势混合C,2020-07-21,2.1384,2.1609,1.05,2020-07-22 15:00
006280,中金瑞祥C,2020-07-21,1.1956,1.1989,0.27,2020-07-22 15:00
006347,安信量化优选股票C,2020-07-21,1.9523,1.9656,0.68,2020-07-22 15:00
006374,国富全球科技互联混合美元现汇,2020-07-20,1.8467,1.8511,0.24,2020-07-22 04:00
006388,宝盈安泰短债债券C,2020-07-21,1.0270,1.0272,0.02,2020-07-22 15:00
006412,平安合锦定开债,2020-07-21,1.0218,1.0221,0.03,2020-07-22 15:00
006467,浦银安盛双债增强债券C,2020-07-21,1.0761,1.0783,0.21,2020-07-22 15:00
006535,恒生前海恒锦裕利A,2020-07-21,1.0554,1.0552,-0.02,2020-07-22 15:00
006717,平安惠金定开债C,2020-07-21,1.1569,1.1575,0.06,2020-07-22 15:00
006805,富国短债债券型C,2020-07-21,1.0411,1.0414,0.03,2020-07-22 15:00
006915,南方亨元债券A,2020-07-21,1.0124,1.0126,0.02,2020-07-22 15:00
007153,添富中证银行ETF联接A,2020-07-21,1.0068,1.0039,-0.29,2020-07-22 15:00
007185,蜂巢添鑫纯债C,2020-07-21,0.9976,0.9978,0.02,2020-07-22 15:00
007240,申万菱信安泰瑞利中短债C,2020-07-21,1.0114,1.0116,0.02,2020-07-22 15:00
007266,嘉实新添益定期混合A,2020-07-21,1.0765,1.0766,0.01,2020-07-22 15:00
007316,交银可转债债券A,2020-07-21,1.2080,1.2195,0.95,2020-07-22 15:00
007375,西部利得聚利6个月定开债A,2020-07-21,1.0016,1.0019,0.03,2020-07-22 15:00
007481,华夏逸享健康混合,2020-07-21,1.4313,1.4489,1.23,2020-07-22 15:00
